web_scraper_order,web_scraper_start_url,data,data2,data3,data4,data5,price,data6,data7,data8,data9,data10,data11,price2,price3,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,image,image2,image3,image4,image5,image6,image7,image8,image9,image10,image11,image12,image13,image14,image15,image16,image17
"1773523757-47","https://www.alibaba.com/search/page?spm=a2700.prosearch.the-new-header_fy23_pc_search_bar.associationItem_pos_4&SearchScene=proSearch&SearchText=chocolates+for+sexual+enhancement&pro=true&from=pcHomeContent","Male Enhancement Gummies Raspberry Flavor Booster for Men Supports Energy, Strength, Stamina, Libido &","Luoyang Lvcui Biotechnology Co., Ltd.","1 yr","Min. order: 100 pieces","≤2h response time","$1.69-2.40","Enhancement","for","","","","","","","","","","","","","Chat now","","","","","CN","","https://s.alicdn.com/@sc04/kf/H5c82a94968904f7d83fb51400efff8a1V.png_300x300.png","","","","","","","","https://s.alicdn.com/@img/imgextra/i1/O1CN01H0fqnK1Gpp8Bpra4W_!!6000000000672-55-tps-20-21.svg","https://s.alicdn.com/@u/mobile/g/common/flags/1.0.0/assets/cn.png","https://s.alicdn.com/@img/imgextra/i2/O1CN01lUQbI41ymTPgE2qXM_!!6000000006621-55-tps-12-10.svg","","","","","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg"
"1773523757-48","https://www.alibaba.com/search/page?spm=a2700.prosearch.the-new-header_fy23_pc_search_bar.associationItem_pos_4&SearchScene=proSearch&SearchText=chocolates+for+sexual+enhancement&pro=true&from=pcHomeContent","Women's Sexual Stimulant Liquid Orgasm Vagina Tightening Enhanced Libido Sex Product for Female Enhancement","New Energy Industry Co., Limited","1 yr","Min. order: 7 pieces","100+ store reviews","$1.55","Sexual","for","10% reorder rate","Enhancement","≤4h response time","","","","","4.4","","4.4/5.0","(116)","$20 off shipping","Chat now","Add to cart","","","Delivery by Apr 07","HK","","https://s.alicdn.com/@sc04/kf/H20b2c859ce8b474a9429606d303a8f017.jpg_300x300.jpg","","https://s.alicdn.com/@img/imgextra/i1/O1CN01AKovar1kB0OVaoU0M_!!6000000004644-2-tps-34-33.png","","","","","","https://s.alicdn.com/@img/imgextra/i1/O1CN01H0fqnK1Gpp8Bpra4W_!!6000000000672-55-tps-20-21.svg","https://s.alicdn.com/@u/mobile/g/common/flags/1.0.0/assets/hk.png","https://s.alicdn.com/@img/imgextra/i3/O1CN01Bv2erf1UtOvnQdp1D_!!6000000002575-55-tps-12-10.svg","","https://s.alicdn.com/@img/imgextra/i3/O1CN01Bv2erf1UtOvnQdp1D_!!6000000002575-55-tps-12-10.svg","","https://s.alicdn.com/@img/imgextra/i2/O1CN01pZsS7S1RAZFleCw0N_!!6000000002071-2-tps-33-34.png","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg"
"1773523757-49","https://www.alibaba.com/search/page?spm=a2700.prosearch.the-new-header_fy23_pc_search_bar.associationItem_pos_4&SearchScene=proSearch&SearchText=chocolates+for+sexual+enhancement&pro=true&from=pcHomeContent","High Quality Private Label/OEM/ODM Male Gummy Male Enhanced Gummies Male Enchanced Chews Candy for Boost Stamina","Guangzhou Ludingji Biotechnology Co., Ltd.","8 yrs","Min. order: 1000 pieces","100+ store reviews","$1.40-1.90","Enhanced","for","26% reorder rate","","≤6h response time","","","","","4.7","","4.7/5.0","(22)","","Chat now","","","certified","","CN","","https://s.alicdn.com/@sc04/kf/H8a46be2eccba4371a1bfea8f500bb8d77.png_300x300.png","","","","","","https://s.alicdn.com/@sc04/kf/Haef259c4e6174b0e820f05108e54bfca7.png_100x100.png?webp=close&avif=close","","https://s.alicdn.com/@img/imgextra/i1/O1CN01H0fqnK1Gpp8Bpra4W_!!6000000000672-55-tps-20-21.svg","https://s.alicdn.com/@u/mobile/g/common/flags/1.0.0/assets/cn.png","https://s.alicdn.com/@img/imgextra/i2/O1CN01lUQbI41ymTPgE2qXM_!!6000000006621-55-tps-12-10.svg","https://s.alicdn.com/@sc01/kf/H62868c75e7eb4fbba8f8eb600d749c2aR.png","","","","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg"
"1773523757-50","https://www.alibaba.com/search/page?spm=a2700.prosearch.the-new-header_fy23_pc_search_bar.associationItem_pos_4&SearchScene=proSearch&SearchText=chocolates+for+sexual+enhancement&pro=true&from=pcHomeContent","Ready to Ship Natural Female Libido Booster Juicy Honey for Women Energy Miel Aphrodisiaque Supplement","Discount Biotechnology (chengdu) Co., Ltd.","8 yrs","Min. order: 1000 boxes","500+ store reviews","$3-4","for","","28% reorder rate","","≤4h response time","115 sold","","","","4.8","","4.8/5.0","(55)","","Chat now","","","","","CN","Ad","https://s.alicdn.com/@sc04/kf/Hc6a9d4042dc24ccab05d90c4bf7e223di.jpg_300x300.jpg","","","","","","","","https://s.alicdn.com/@img/imgextra/i1/O1CN01H0fqnK1Gpp8Bpra4W_!!6000000000672-55-tps-20-21.svg","https://s.alicdn.com/@u/mobile/g/common/flags/1.0.0/assets/cn.png","https://s.alicdn.com/@img/imgextra/i3/O1CN01Bv2erf1UtOvnQdp1D_!!6000000002575-55-tps-12-10.svg","","https://s.alicdn.com/@img/imgextra/i3/O1CN01Bv2erf1UtOvnQdp1D_!!6000000002575-55-tps-12-10.svg","","","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg"
"1773523757-51","https://www.alibaba.com/search/page?spm=a2700.prosearch.the-new-header_fy23_pc_search_bar.associationItem_pos_4&SearchScene=proSearch&SearchText=chocolates+for+sexual+enhancement&pro=true&from=pcHomeContent","2025 Hot Sale: Enhancing Erectile Hardness, Extending Sexual Life Time, Premature Ejaculation Solution for Adults","Shanxi Baiao Word Of Mouth Technology Co.,ltd","2 yrs","Min. order: 10 pieces","600+ store reviews","$0.79","Enhancing","Sexual","8% reorder rate","for","900+ views from North America","575 sold","","","≤2h response time","4.7","","4.7/5.0","(260)","Easy Return","Chat now","Add to cart","","","5-day dispatch","CN","","https://s.alicdn.com/@sc04/kf/Ha3dc889a1678470989bd5bdb1f18677c6.jpg_300x300.jpg","","https://s.alicdn.com/@img/imgextra/i4/O1CN01QUhXLX1lDaB0DYt9b_!!6000000004785-2-tps-34-34.png","","","","","","https://s.alicdn.com/@img/imgextra/i1/O1CN01H0fqnK1Gpp8Bpra4W_!!6000000000672-55-tps-20-21.svg","https://s.alicdn.com/@u/mobile/g/common/flags/1.0.0/assets/cn.png","https://s.alicdn.com/@img/imgextra/i3/O1CN01Bv2erf1UtOvnQdp1D_!!6000000002575-55-tps-12-10.svg","https://s.alicdn.com/@sc01/kf/H62868c75e7eb4fbba8f8eb600d749c2aR.png","","","https://s.alicdn.com/@img/imgextra/i2/O1CN01pZsS7S1RAZFleCw0N_!!6000000002071-2-tps-33-34.png","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg"
"1773523757-52","https://www.alibaba.com/search/page?spm=a2700.prosearch.the-new-header_fy23_pc_search_bar.associationItem_pos_4&SearchScene=proSearch&SearchText=chocolates+for+sexual+enhancement&pro=true&from=pcHomeContent","Hot Sale Dragon Candy Power Strawberry Female Libido Booster for Women Supplement","Xi'an Kanglin Biotechnology Co., Ltd.","1 yr","Min. order: 40 boxes","8% reorder rate","$5.99-10.99","for","","200+ views from North America","","≤3h response time","3 sold","","","","4.6","","4.6/5.0","(7)","","Chat now","","","","","CN","","https://s.alicdn.com/@sc04/kf/Hae67ba9da07046b680a0ab5590491d00E.jpg_300x300.jpg","","","","","","","","https://s.alicdn.com/@img/imgextra/i1/O1CN01H0fqnK1Gpp8Bpra4W_!!6000000000672-55-tps-20-21.svg","https://s.alicdn.com/@u/mobile/g/common/flags/1.0.0/assets/cn.png","https://s.alicdn.com/@img/imgextra/i3/O1CN01Bv2erf1UtOvnQdp1D_!!6000000002575-55-tps-12-10.svg","","","","","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg"
"1773523757-53","https://www.alibaba.com/search/page?spm=a2700.prosearch.the-new-header_fy23_pc_search_bar.associationItem_pos_4&SearchScene=proSearch&SearchText=chocolates+for+sexual+enhancement&pro=true&from=pcHomeContent","WXW Male Enhancement Mint Candy Packaging Men Health Supplement Sex Mint Film Paper Box Packaging in Stock","Guangzhou Shumida Biotechnology Co., Ltd.","8 yrs","Min. order: 30 pieces","200+ store reviews","","Enhancement","","14% reorder rate","","≤11h response time","","$0.72","21% off","","4.3","","4.3/5.0","(5)","Delivery by Apr 12","Chat now","Add to cart","","","180-day lowest prices","CN","","https://s.alicdn.com/@sc04/kf/H9a4cba923b9649cb9404e02b999a529es.jpg_300x300.jpg","","https://s.alicdn.com/@img/imgextra/i2/O1CN01pZsS7S1RAZFleCw0N_!!6000000002071-2-tps-33-34.png","","","","https://s.alicdn.com/@img/imgextra/i4/O1CN01ZQqlCv1icMsN1gizu_!!6000000004433-2-tps-172-64.png?webp=close&avif=close","","https://s.alicdn.com/@img/imgextra/i1/O1CN01H0fqnK1Gpp8Bpra4W_!!6000000000672-55-tps-20-21.svg","https://s.alicdn.com/@u/mobile/g/common/flags/1.0.0/assets/cn.png","https://s.alicdn.com/@img/imgextra/i3/O1CN01Bv2erf1UtOvnQdp1D_!!6000000002575-55-tps-12-10.svg","https://s.alicdn.com/@sc01/kf/H62868c75e7eb4fbba8f8eb600d749c2aR.png","","","https://s.alicdn.com/@sc01/kf/He15f3630b6674cb697c45c43f49fc3752.png","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg"
"1773523757-54","https://www.alibaba.com/search/page?spm=a2700.prosearch.the-new-header_fy23_pc_search_bar.associationItem_pos_4&SearchScene=proSearch&SearchText=chocolates+for+sexual+enhancement&pro=true&from=pcHomeContent","100% Natural Yoni Candy 100g Female Aphrodisiac Yoni Sugar Increase Female Pleasure Candy Lumps","Xi'an Kangbaoyuan Biotechnology Co., Ltd.","5 yrs","Min. order: 30 pieces","300+ store reviews","$1","","","31% reorder rate","","100+ views from North America","","","","≤3h response time","4.7","","4.7/5.0","(25)","Lower priced than similar","Chat now","Add to cart","","","Easy Return","CN","","https://s.alicdn.com/@sc04/kf/H04da28b45641483f8cbf5b6651c74aa7a.jpg_300x300.jpg","","https://s.alicdn.com/@sc01/kf/He15f3630b6674cb697c45c43f49fc3752.png","","","","","","https://s.alicdn.com/@img/imgextra/i1/O1CN01H0fqnK1Gpp8Bpra4W_!!6000000000672-55-tps-20-21.svg","https://s.alicdn.com/@u/mobile/g/common/flags/1.0.0/assets/cn.png","https://s.alicdn.com/@img/imgextra/i3/O1CN01Bv2erf1UtOvnQdp1D_!!6000000002575-55-tps-12-10.svg","","","","https://s.alicdn.com/@img/imgextra/i4/O1CN01QUhXLX1lDaB0DYt9b_!!6000000004785-2-tps-34-34.png","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg"
"1773523757-55","https://www.alibaba.com/search/page?spm=a2700.prosearch.the-new-header_fy23_pc_search_bar.associationItem_pos_4&SearchScene=proSearch&SearchText=chocolates+for+sexual+enhancement&pro=true&from=pcHomeContent","Male & Female Enhancement Gummies Horny Goat Male Support Vitality Herbal Supplements","Shaanxi Pinyuan Biotechnology Co., Ltd.","1 yr","Min. order: 10 pieces","≤3h response time","$2-2.80","Enhancement","","","","","","","","","4.5","","4.5/5.0","(8)","","Chat now","","","","","CN","","https://s.alicdn.com/@sc04/kf/Habd98fa2eab44d74a98fde1aa3e55baay.png_300x300.png","","","","","","","","https://s.alicdn.com/@img/imgextra/i1/O1CN01H0fqnK1Gpp8Bpra4W_!!6000000000672-55-tps-20-21.svg","https://s.alicdn.com/@u/mobile/g/common/flags/1.0.0/assets/cn.png","https://s.alicdn.com/@img/imgextra/i2/O1CN01lUQbI41ymTPgE2qXM_!!6000000006621-55-tps-12-10.svg","","","","","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg"
"1773523757-56","https://www.alibaba.com/search/page?spm=a2700.prosearch.the-new-header_fy23_pc_search_bar.associationItem_pos_4&SearchScene=proSearch&SearchText=chocolates+for+sexual+enhancement&pro=true&from=pcHomeContent","Hot Sale Strong Man Sex Products Increase Timing Delay Organ Enlargement Cream Lastin Erection Gel Lotion","Guangxi Mingrun Trading Co., Ltd.","1 yr","Min. order: 2 pieces","33% reorder rate","$4.20-4.90","","","500+ views from North America","","≤1h response time","","","","","","Easy Return","","","","Chat now","","","","","CN","Ad","https://s.alicdn.com/@sc04/kf/Hfb09b69c4d5c437b813d6478d95d0b26q.jpg_300x300.jpg","","","","","","","https://s.alicdn.com/@img/imgextra/i4/O1CN01QUhXLX1lDaB0DYt9b_!!6000000004785-2-tps-34-34.png","https://s.alicdn.com/@img/imgextra/i1/O1CN01H0fqnK1Gpp8Bpra4W_!!6000000000672-55-tps-20-21.svg","https://s.alicdn.com/@u/mobile/g/common/flags/1.0.0/assets/cn.png","https://s.alicdn.com/@img/imgextra/i2/O1CN01lUQbI41ymTPgE2qXM_!!6000000006621-55-tps-12-10.svg","","","","","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg"
"1773523757-57","https://www.alibaba.com/search/page?spm=a2700.prosearch.the-new-header_fy23_pc_search_bar.associationItem_pos_4&SearchScene=proSearch&SearchText=chocolates+for+sexual+enhancement&pro=true&from=pcHomeContent","Biochealth OEM Male Power Enhancement Maca Gummies Adult Libido Enhancer Gummy Candy Herbal Supplement Male Enlargement Pills","Henan Zongjie Biotechnology Co., Ltd.","1 yr","Min. order: 100 units","28% reorder rate","$1.80-2.60","Enhancement","","≤1h response time","","","","","","","5.0","","5.0/5.0","(12)","","Chat now","","","","","CN","","https://s.alicdn.com/@sc04/kf/Hd7c28d2eb5a7403cba9f4bb05bfe3e89I.jpg_300x300.jpg","","","","","","","","https://s.alicdn.com/@img/imgextra/i1/O1CN01H0fqnK1Gpp8Bpra4W_!!6000000000672-55-tps-20-21.svg","https://s.alicdn.com/@u/mobile/g/common/flags/1.0.0/assets/cn.png","https://s.alicdn.com/@img/imgextra/i3/O1CN01Bv2erf1UtOvnQdp1D_!!6000000002575-55-tps-12-10.svg","","","","","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg"
"1773523757-58","https://www.alibaba.com/search/page?spm=a2700.prosearch.the-new-header_fy23_pc_search_bar.associationItem_pos_4&SearchScene=proSearch&SearchText=chocolates+for+sexual+enhancement&pro=true&from=pcHomeContent","OEM Plant Extract Supports Sexual Health and Libido Bone Health and Osteoporosis Support 60 Horny Goat Weed Max Gummies","Kaifeng Kangxinyuan Biotechnology Co., Ltd.","1 yr","Min. order: 100 boxes","≤1h response time","$2-3","Sexual","","","","","","","","","","","","","","Chat now","","","","","CN","Ad","https://s.alicdn.com/@sc04/kf/H7d41a77a69c7486c8a5374631fd6ebe6K.png_300x300.png","","","","","","","","https://s.alicdn.com/@img/imgextra/i1/O1CN01H0fqnK1Gpp8Bpra4W_!!6000000000672-55-tps-20-21.svg","https://s.alicdn.com/@u/mobile/g/common/flags/1.0.0/assets/cn.png","https://s.alicdn.com/@img/imgextra/i2/O1CN01lUQbI41ymTPgE2qXM_!!6000000006621-55-tps-12-10.svg","","","","","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg"
"1773523757-59","https://www.alibaba.com/search/page?spm=a2700.prosearch.the-new-header_fy23_pc_search_bar.associationItem_pos_4&SearchScene=proSearch&SearchText=chocolates+for+sexual+enhancement&pro=true&from=pcHomeContent","Adult Natural Maca Gummy Candies Male Sexual Wellness and Energy Boost Gummies for Desire Arousal and Pleasure","Lampana Group Co., Ltd.","1 yr","Min. order: 100 pieces","≤3h response time","$0.50-2.60","Sexual","for","","","","","","","","","","","","","Chat now","","","","","TH","","https://s.alicdn.com/@sc04/kf/Hcde2bff1903e439ca74d583a8b1f3e870.jpg_300x300.jpg","","","https://s.alicdn.com/@img/imgextra/i3/O1CN01Bv2erf1UtOvnQdp1D_!!6000000002575-55-tps-12-10.svg","","https://s.alicdn.com/@img/imgextra/i3/O1CN01Bv2erf1UtOvnQdp1D_!!6000000002575-55-tps-12-10.svg","","","https://s.alicdn.com/@img/imgextra/i1/O1CN01H0fqnK1Gpp8Bpra4W_!!6000000000672-55-tps-20-21.svg","https://s.alicdn.com/@u/mobile/g/common/flags/1.0.0/assets/th.png","https://s.alicdn.com/@img/imgextra/i3/O1CN01Bv2erf1UtOvnQdp1D_!!6000000002575-55-tps-12-10.svg","","https://s.alicdn.com/@img/imgextra/i3/O1CN01Bv2erf1UtOvnQdp1D_!!6000000002575-55-tps-12-10.svg","https://s.alicdn.com/@img/imgextra/i3/O1CN01Bv2erf1UtOvnQdp1D_!!6000000002575-55-tps-12-10.svg","","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg"
"1773523757-60","https://www.alibaba.com/search/page?spm=a2700.prosearch.the-new-header_fy23_pc_search_bar.associationItem_pos_4&SearchScene=proSearch&SearchText=chocolates+for+sexual+enhancement&pro=true&from=pcHomeContent","OEM/ODM Horny Goat Weed Sexual Benefits Gummy for Male Enhancement JT Epimedium Herb Shilajit Mixed Gummies for Sale","Biospark (Xi'an) Biotechnology Co., Ltd.","1 yr","Min. order: 100 pieces","20% reorder rate","$2.63-3.12","Sexual","for","≤2h response time","Enhancement","","","","","","4.8","","4.8/5.0","(18)","","Chat now","","for","","","CN","","https://s.alicdn.com/@sc04/kf/Aea473e3df4144afcba073788cf91ba0cI.jpg_300x300.jpg","","","","","","","","https://s.alicdn.com/@img/imgextra/i1/O1CN01H0fqnK1Gpp8Bpra4W_!!6000000000672-55-tps-20-21.svg","https://s.alicdn.com/@u/mobile/g/common/flags/1.0.0/assets/cn.png","https://s.alicdn.com/@img/imgextra/i3/O1CN01Bv2erf1UtOvnQdp1D_!!6000000002575-55-tps-12-10.svg","","","","","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg"
